land_area_hectares,affected_families,compensation_assessed_crores,compensation_ratio,litigation_cases_count,statutory_months,rr_settled_ratio,is_linear_project,high_litigation_state,historical_dispute_index,risk_score,is_delayed
2203.2,5074,1121.6,0.6741,28,42.9,0.5915,1,1,0.889,72.8,1
2889.9,6655,1471.2,0.5905,45,47.4,0.5363,1,1,0.776,83.1,1
1189.4,2739,605.5,0.5216,59,45.2,0.4908,1,1,0.942,85.3,1
2691.9,6199,1370.4,0.6544,32,37.4,0.5785,1,1,0.992,74.1,1
2558.4,5892,1302.5,0.6643,30,45.4,0.585,1,1,0.763,76.0,1
1424.7,3281,725.3,0.6102,41,55.9,0.5493,1,1,0.753,86.2,1
1187.8,2735,604.7,0.5363,56,40.0,0.5005,1,1,0.888,82.1,1
1020.7,2350,519.6,0.4429,75,57.7,0.4388,1,1,0.903,95.1,1
1691.3,3895,861.0,0.5708,49,50.8,0.5233,1,1,0.933,85.7,1
2124.5,4892,1081.5,0.4478,74,43.1,0.442,1,1,0.947,87.8,1
1695.3,3904,863.0,0.5167,60,51.8,0.4875,1,1,0.801,88.7,1
2507.7,5775,1276.6,0.6102,41,45.2,0.5493,1,1,0.821,81.0,1
2286.4,5265,1164.0,0.4921,65,39.7,0.4713,1,1,0.824,84.1,1
2415.7,5563,1229.8,0.5856,46,44.8,0.533,1,1,0.929,82.0,1
1582.2,3643,805.5,0.4379,76,52.5,0.4355,1,1,0.749,92.9,1
1464.7,3373,745.7,0.5511,53,48.9,0.5103,1,1,0.999,85.7,1
1621.4,3734,825.4,0.6003,43,45.5,0.5428,1,1,0.727,81.6,1
2375.1,5469,1209.1,0.6692,29,36.2,0.5883,1,1,0.773,70.6,1
2926.0,6738,1489.6,0.5659,50,37.7,0.52,1,1,0.762,79.5,1
2881.4,6635,1466.9,0.4527,73,44.7,0.4453,1,1,0.867,88.4,1
1247.8,2873,635.2,0.7135,20,49.8,0.6175,1,1,0.906,68.3,1
2878.5,6629,1465.4,0.6741,28,51.0,0.5915,1,1,0.722,76.8,1
1455.7,3352,741.1,0.6151,40,47.8,0.5525,1,1,0.739,82.1,1
1937.6,4462,986.4,0.7086,21,37.2,0.6143,1,1,0.896,63.2,1
1439.6,3315,732.9,0.5905,45,41.9,0.5363,1,1,0.751,80.4,1
2016.8,4644,1026.8,0.4773,68,48.9,0.4615,1,1,0.756,89.2,1
2262.1,5209,1151.6,0.6692,29,53.4,0.5883,1,1,0.849,78.9,1
2303.6,5305,1172.7,0.5462,54,38.3,0.507,1,1,0.782,80.8,1
744.6,1714,379.0,0.5757,48,48.2,0.5265,1,1,0.748,84.1,1
2353.9,5421,1198.3,0.6544,32,52.6,0.5785,1,1,0.957,81.5,1
1172.5,2700,596.9,0.5905,45,52.9,0.5363,1,1,0.918,85.7,1
769.5,1772,391.7,0.433,77,44.8,0.4323,1,1,0.861,89.4,1
978.1,2252,498.0,0.561,51,52.5,0.5168,1,1,0.803,86.9,1
2802.8,6454,1426.9,0.6987,23,51.5,0.6078,1,1,0.889,72.0,1
2455.1,5654,1249.9,0.4921,65,35.6,0.4713,1,1,0.905,82.1,1
420.0,1450,340.0,0.7647,48,36.0,0.68,1,0,0.822,65.6,1
620.5,2142,502.3,0.7086,26,45.0,0.6256,1,0,0.813,57.4,1
486.2,1678,393.6,0.5557,56,47.5,0.5236,1,0,0.744,71.4,1
718.2,2479,581.4,0.418,83,68.2,0.4318,1,0,0.824,86.6,1
529.3,1827,428.5,0.6576,36,43.1,0.5916,1,0,0.706,64.6,1
126.7,437,102.6,0.362,94,57.8,0.3944,1,0,0.739,85.0,1
753.2,2600,609.7,0.4639,74,64.3,0.4624,1,0,0.779,82.8,1
247.5,854,200.4,0.5557,56,73.1,0.5236,1,0,0.925,80.1,1
338.9,1170,274.4,0.4486,77,54.7,0.4522,1,0,0.928,79.6,1
136.0,469,110.1,0.6627,35,58.3,0.595,1,0,0.729,70.7,1
629.3,2172,509.4,0.5557,56,58.2,0.5236,1,0,0.95,75.8,1
129.9,448,105.2,0.3722,92,62.4,0.4012,1,0,0.801,86.4,1
555.2,1916,449.4,0.3875,89,66.5,0.4114,1,0,0.863,87.4,1
357.3,1233,289.3,0.6016,47,61.6,0.5542,1,0,0.72,75.0,1
606.9,2095,491.3,0.3569,95,45.1,0.391,1,0,0.94,80.0,1
581.4,2007,470.6,0.6169,44,69.0,0.5644,1,0,0.973,77.1,1
312.8,1079,253.2,0.7035,27,58.6,0.6222,1,0,0.787,64.1,1
518.6,1790,419.8,0.6933,29,48.2,0.6154,1,0,0.735,61.8,1
491.3,1696,397.7,0.6525,37,66.5,0.5882,1,0,0.948,74.6,1
522.9,1805,423.3,0.4792,71,67.1,0.4726,1,0,0.878,83.2,1
142.3,491,115.2,0.4537,76,68.6,0.4556,1,0,0.99,85.0,1
454.9,1570,368.2,0.3875,89,56.4,0.4114,1,0,0.981,83.2,1
661.3,2283,535.4,0.4231,82,47.2,0.4352,1,0,0.731,77.6,1
230.7,796,186.8,0.6831,31,71.5,0.6086,1,0,0.757,72.2,1
742.7,2564,601.3,0.3671,93,70.7,0.3978,1,0,0.727,89.2,1
522.4,1803,422.9,0.4639,74,60.7,0.4624,1,0,0.762,81.3,1
615.6,2125,498.4,0.622,43,49.9,0.5678,1,0,0.927,69.2,1
540.2,1864,437.3,0.5557,56,54.0,0.5236,1,0,0.774,74.1,1
167.3,577,135.4,0.3824,90,69.2,0.408,1,0,0.843,88.5,1
294.4,1016,238.3,0.6322,41,64.4,0.5746,1,0,0.951,74.7,1
262.3,905,212.3,0.4843,70,56.6,0.476,1,0,0.931,78.6,1
476.2,1644,385.5,0.6627,35,57.8,0.595,1,0,0.906,70.5,1
477.7,1649,386.7,0.5455,58,56.6,0.5168,1,0,0.785,75.7,1
199.8,689,161.7,0.622,43,55.3,0.5678,1,0,0.947,71.4,1
729.6,2518,590.6,0.5608,55,54.1,0.527,1,0,0.826,73.9,1
236.8,817,191.7,0.4792,71,64.1,0.4726,1,0,0.82,82.0,1
127.1,438,102.9,0.5557,56,56.3,0.5236,1,0,0.905,75.0,1
526.5,1817,426.2,0.5353,60,60.6,0.51,1,0,0.766,77.8,1
336.3,1160,272.2,0.6576,36,51.6,0.5916,1,0,0.944,68.2,1
311.3,1074,252.0,0.6373,40,56.6,0.578,1,0,0.976,71.2,1
665.9,2298,539.0,0.622,43,52.7,0.5678,1,0,0.959,70.3,1
680.0,2800,890.0,0.573,78,42.0,0.52,1,1,0.993,88.5,1
463.0,1906,606.0,0.4164,56,69.9,0.4004,1,1,0.855,93.9,1
501.8,2066,656.7,0.2636,96,57.7,0.3,1,1,0.897,96.9,1
316.4,1302,414.1,0.4202,55,89.0,0.403,1,1,0.924,97.2,1
407.3,1676,533.0,0.4355,51,92.7,0.4134,1,1,0.898,96.5,1
436.0,1795,570.6,0.2903,89,71.3,0.3146,1,1,0.991,98.0,1
366.8,1510,480.1,0.25,101,67.1,0.3,1,1,0.729,98.0,1
1220.9,5027,1597.9,0.3362,77,75.6,0.3458,1,1,0.997,98.0,1
1016.8,4186,1330.8,0.4355,51,96.2,0.4134,1,1,0.765,96.5,1
772.7,3181,1011.4,0.2789,92,74.8,0.3068,1,1,0.948,98.0,1
629.2,2590,823.5,0.25,144,95.2,0.3,1,1,0.946,98.0,1
657.2,2706,860.2,0.25,111,98.3,0.3,1,1,0.983,98.0,1
243.3,1001,318.4,0.25,100,97.3,0.3,1,1,0.904,98.0,1
706.5,2909,924.7,0.3706,68,79.1,0.3692,1,1,0.774,98.0,1
1200.0,4941,1570.6,0.25,140,83.0,0.3,1,1,0.87,98.0,1
511.0,2103,668.8,0.3285,79,75.9,0.3406,1,1,0.882,98.0,1
348.8,1436,456.5,0.4049,59,57.7,0.3926,1,1,0.738,90.1,1
262.1,1079,343.0,0.3629,70,80.4,0.364,1,1,0.987,98.0,1
1057.8,4355,1384.5,0.25,141,94.9,0.3,1,1,0.754,98.0,1
435.8,1794,570.4,0.2751,93,55.9,0.3042,1,1,0.753,95.7,1
948.7,3906,1241.7,0.25,147,98.4,0.3,1,1,0.992,98.0,1
1152.3,4744,1508.2,0.25,119,80.6,0.3,1,1,0.932,98.0,1
929.0,3825,1215.8,0.3629,70,87.9,0.364,1,1,0.895,98.0,1
488.3,2010,639.1,0.34,76,64.1,0.3484,1,1,0.959,95.5,1
776.7,3198,1016.6,0.4546,46,84.7,0.4264,1,1,0.995,95.6,1
1208.6,4976,1581.9,0.25,106,82.5,0.3,1,1,0.762,98.0,1
519.2,2137,679.6,0.3935,62,70.0,0.3848,1,1,0.744,95.0,1
1092.2,4497,1429.5,0.25,152,90.9,0.3,1,1,0.924,98.0,1
584.7,2407,765.3,0.4431,49,77.4,0.4186,1,1,0.755,95.3,1
250.5,1031,327.9,0.25,128,92.3,0.3,1,1,0.997,98.0,1
393.7,1621,515.3,0.25,149,63.6,0.3,1,1,0.963,98.0,1
1022.2,4209,1337.9,0.25,117,78.7,0.3,1,1,0.704,98.0,1
435.3,1792,569.7,0.25,100,58.8,0.3,1,1,0.975,97.8,1
1015.6,4181,1329.3,0.4775,40,58.5,0.442,1,1,0.803,86.8,1
698.8,2877,914.6,0.25,145,82.5,0.3,1,1,0.759,98.0,1
1173.2,4830,1535.5,0.25,137,83.2,0.3,1,1,0.973,98.0,1
1028.2,4233,1345.8,0.25,142,98.8,0.3,1,1,0.755,98.0,1
563.7,2321,737.8,0.4431,49,80.2,0.4186,1,1,0.709,96.1,1
245.1,1009,320.8,0.25,119,80.5,0.3,1,1,0.871,98.0,1
966.4,3979,1264.8,0.2942,88,73.1,0.3172,1,1,0.76,98.0,1
584.4,2406,764.9,0.25,126,68.0,0.3,1,1,0.873,98.0,1
840.0,2900,1100.0,0.8909,31,25.0,0.86,1,0,0.761,51.4,1
472.0,1629,618.1,0.689,49,36.7,0.6923,1,0,0.793,65.5,1
1162.2,4012,1522.0,0.6712,52,31.7,0.6794,1,0,0.976,63.4,1
403.1,1391,527.9,0.8137,28,29.7,0.7826,1,0,0.93,51.2,1
816.0,2817,1068.5,0.6296,59,39.3,0.6493,1,0,0.736,70.1,1
610.2,2106,799.1,0.8375,24,32.1,0.7998,1,0,0.899,48.4,1
1349.7,4659,1767.4,0.8493,22,28.0,0.8084,1,0,0.774,43.9,1
949.2,3276,1243.0,0.683,50,33.4,0.688,1,0,0.867,63.9,1
1294.4,4468,1695.1,0.7424,40,39.2,0.731,1,0,0.868,64.4,1
601.2,2075,787.3,0.7365,41,35.3,0.7267,1,0,0.871,62.4,1
1365.4,4713,1788.0,0.7187,44,37.8,0.7138,1,0,0.913,64.8,1
470.7,1624,616.3,0.6771,51,32.1,0.6837,1,0,0.741,63.4,1
486.8,1680,637.5,0.7246,43,28.1,0.7181,1,0,0.726,58.6,1
797.0,2751,1043.6,0.8137,28,38.5,0.7826,1,0,0.912,56.5,1
759.2,2621,994.2,0.7721,35,36.5,0.7525,1,0,0.99,61.3,1
278.8,962,365.1,0.8375,24,33.2,0.7998,1,0,0.917,49.1,1
1456.6,5028,1907.4,0.7068,46,39.5,0.7052,1,0,0.761,66.4,1
1167.6,4030,1529.0,0.6474,56,36.7,0.6622,1,0,0.83,67.6,1
1431.5,4942,1874.6,0.8731,18,32.1,0.8256,1,0,0.801,42.2,1
1278.0,4412,1673.6,0.7781,34,30.6,0.7568,1,0,0.951,57.5,1
1410.3,4868,1846.8,0.6771,51,34.8,0.6837,1,0,0.703,65.0,1
1067.8,3686,1398.3,0.6415,57,29.4,0.6579,1,0,0.93,63.5,1
1308.1,4515,1713.0,0.8078,29,29.6,0.7783,1,0,0.972,52.2,1
1498.5,5173,1962.3,0.8672,19,34.2,0.8213,1,0,0.879,44.5,1
932.3,3218,1220.9,0.7781,34,39.2,0.7568,1,0,0.816,62.7,1
405.4,1399,530.9,0.7424,40,27.9,0.731,1,0,0.811,57.6,1
911.0,3145,1193.0,0.8909,15,36.4,0.8385,1,0,0.915,41.6,1
1159.3,4002,1518.2,0.8672,19,30.7,0.8213,1,0,0.99,42.4,1
427.5,1475,559.8,0.8909,15,36.1,0.8385,1,0,0.889,41.4,1
407.6,1407,533.7,0.7543,38,39.0,0.7396,1,0,0.97,63.7,1
824.6,2846,1079.8,0.6652,53,30.0,0.6751,1,0,0.803,62.7,1
390.1,1346,510.9,0.6236,60,31.8,0.645,1,0,0.746,65.9,1
1199.8,4142,1571.1,0.7127,45,27.2,0.7095,1,0,0.108,58.7,0
1082.1,3735,1417.1,0.6177,61,31.8,0.6407,1,0,0.75,66.2,1
690.6,2384,904.3,0.7543,38,37.5,0.7396,1,0,0.794,62.8,1
1436.5,4959,1881.2,0.8018,30,36.1,0.774,1,0,0.92,57.1,1
326.1,1125,427.0,0.8909,15,34.0,0.8385,1,0,0.918,40.2,1
954.0,3293,1249.2,0.7959,31,36.8,0.7697,1,0,0.821,58.6,1
344.2,1188,450.8,0.8375,24,28.6,0.7998,1,0,0.891,46.3,1
514.6,1776,673.8,0.8553,21,32.2,0.8127,1,0,0.921,45.4,1
624.1,2154,817.3,0.6415,57,36.7,0.6579,1,0,0.749,67.9,1
1420.0,3900,1250.0,0.968,12,16.0,0.95,1,0,0.107,17.1,0
2230.8,6126,1963.7,0.9164,23,14.9,0.8882,1,0,0.335,26.5,0
2176.6,5978,1916.1,0.99,7,14.9,0.9643,1,0,0.195,10.4,0
2147.2,5897,1890.1,0.9486,18,15.3,0.912,1,0,0.348,22.0,0
603.8,1658,531.6,0.99,9,15.3,0.9548,1,0,0.352,12.9,0
1324.1,3636,1165.6,0.99,6,15.3,0.969,1,0,0.398,10.4,0
1895.3,5205,1668.4,0.99,8,15.9,0.9595,1,0,0.3,13.5,0
2197.3,6034,1934.2,0.9357,20,15.5,0.9025,1,0,0.396,24.6,0
2364.6,6494,2081.5,0.99,7,15.9,0.9643,1,0,0.366,12.6,0
2318.4,6367,2040.9,0.9422,19,15.3,0.9073,1,0,0.383,23.1,0
439.1,1205,386.5,0.99,10,16.1,0.95,1,0,0.314,15.6,0
2131.2,5853,1876.1,0.9357,20,15.1,0.9025,1,0,0.187,23.8,0
1092.0,2999,961.3,0.9164,23,15.3,0.8882,1,0,0.183,27.4,0
1632.8,4484,1437.3,0.9745,14,15.7,0.931,1,0,0.209,18.6,0
829.3,2277,730.0,0.9357,20,15.3,0.9025,1,0,0.219,24.2,0
1570.5,4313,1382.5,0.9551,17,16.1,0.9168,1,0,0.327,22.7,0
810.2,2225,713.2,0.9164,23,15.4,0.8882,1,0,0.373,27.6,0
2022.9,5555,1780.7,0.9357,20,15.4,0.9025,1,0,0.272,24.4,0
1448.9,3979,1275.4,0.9357,20,15.6,0.9025,1,0,0.36,24.9,0
550.3,1511,484.4,0.99,9,15.8,0.9548,1,0,0.242,14.1,0
2452.2,6734,2158.7,0.9874,12,16.0,0.9405,1,0,0.379,17.1,0
2471.3,6787,2175.4,0.9422,19,14.9,0.9073,1,0,0.257,22.3,0
1936.8,5319,1704.9,0.9164,23,15.1,0.8882,1,0,0.239,26.9,0
1971.6,5414,1735.6,0.9228,22,15.0,0.893,1,0,0.153,25.6,0
2020.4,5548,1778.5,0.99,8,15.4,0.9595,1,0,0.191,12.3,0
1219.8,3350,1073.8,0.9809,13,16.1,0.9358,1,0,0.14,18.4,0
2429.4,6672,2138.6,0.9293,21,14.9,0.8978,1,0,0.142,24.3,0
1675.8,4602,1475.2,0.9422,19,15.1,0.9073,1,0,0.165,22.7,0
1766.3,4850,1554.8,0.9745,14,15.3,0.931,1,0,0.254,17.7,0
650.8,1787,572.9,0.9615,16,15.0,0.9215,1,0,0.27,19.2,0
512.0,1406,450.7,0.9357,20,15.6,0.9025,1,0,0.299,24.8,0
1160.8,3188,1021.8,0.9745,14,15.3,0.931,1,0,0.162,17.7,0
795.9,2186,700.6,0.9874,12,15.6,0.9405,1,0,0.25,16.2,0
2213.5,6079,1948.5,0.99,7,15.9,0.9643,1,0,0.263,12.6,0
2002.9,5500,1763.1,0.9164,23,15.3,0.8882,1,0,0.166,27.4,0
910.3,2500,801.3,0.9551,17,15.3,0.9168,1,0,0.304,21.0,0
1237.5,3398,1089.3,0.9164,23,15.2,0.8882,1,0,0.329,27.2,0
1525.6,4190,1343.0,0.9615,16,15.0,0.9215,1,0,0.248,19.2,0
2368.7,6505,2085.1,0.9357,20,16.0,0.9025,1,0,0.139,25.7,0
1328.0,3647,1169.0,0.99,8,15.9,0.9595,1,0,0.116,13.4,0
2444.3,6713,2151.7,0.99,11,15.1,0.9452,1,0,0.22,14.3,0
1860.0,5100,1680.0,0.9464,22,18.0,0.91,1,1,0.384,39.9,0
745.2,2043,673.0,0.8329,33,20.0,0.8054,1,1,0.966,57.7,1
2341.7,6420,2115.0,0.8139,36,17.3,0.7917,1,1,0.344,53.2,0
2517.9,6903,2274.2,0.9654,12,18.0,0.9009,1,1,0.156,31.2,0
1977.2,5421,1785.9,0.9464,15,18.0,0.8873,1,1,0.182,34.4,0
2339.1,6413,2112.8,0.9527,14,17.6,0.8918,1,1,0.342,32.5,0
1968.9,5398,1778.4,0.9212,19,18.9,0.8691,1,1,0.108,40.5,0
2316.3,6351,2092.1,0.795,39,20.0,0.7781,1,1,0.781,59.8,1
1432.3,3927,1293.7,0.9086,21,17.3,0.86,1,1,0.217,39.3,0
628.2,1722,567.4,0.9338,17,19.6,0.8782,1,1,0.257,39.9,0
1653.1,4532,1493.2,0.8644,28,20.5,0.8281,1,1,0.777,53.4,1
3103.8,8510,2803.4,0.8896,24,19.8,0.8463,1,1,0.871,47.7,1
2201.9,6037,1988.8,0.8518,30,19.8,0.819,1,1,0.805,54.1,1
3065.1,8404,2768.5,0.8392,32,17.5,0.8099,1,1,0.215,51.4,0
1924.4,5276,1738.2,0.8707,27,20.5,0.8327,1,1,0.791,52.3,1
1102.5,3023,995.8,0.9527,14,19.3,0.8918,1,1,0.347,36.0,0
1511.8,4145,1365.5,0.8265,34,19.3,0.8008,1,1,0.39,56.8,0
1553.7,4260,1403.3,0.9717,11,17.4,0.9054,1,1,0.221,28.9,0
2069.0,5673,1868.8,0.9654,12,20.1,0.9009,1,1,0.854,35.6,1
2593.4,7110,2342.4,0.8644,28,19.1,0.8281,1,1,0.383,50.5,0
1529.0,4192,1381.0,0.7698,43,20.4,0.7599,1,1,0.951,61.9,1
1068.1,2928,964.7,0.8265,34,19.3,0.8008,1,1,0.268,56.7,0
2110.7,5787,1906.4,0.8833,25,19.3,0.8418,1,1,0.128,47.7,0
984.5,2699,889.2,0.8392,32,17.8,0.8099,1,1,0.117,52.0,0
1770.0,4853,1598.7,0.8833,25,18.7,0.8418,1,1,0.278,46.5,0
1217.1,3337,1099.3,0.9464,15,19.2,0.8873,1,1,0.388,36.9,0
1802.6,4942,1628.2,0.8644,28,18.1,0.8281,1,1,0.306,48.4,0
1672.0,4584,1510.2,0.8202,35,18.1,0.7963,1,1,0.262,54.5,0
718.7,1970,649.1,0.8518,30,19.7,0.819,1,1,0.11,53.8,0
2936.1,8050,2652.0,0.8392,32,18.7,0.8099,1,1,0.217,53.9,0
2911.4,7982,2629.7,0.877,26,19.6,0.8372,1,1,0.264,49.4,0
2620.8,7186,2367.2,0.9275,18,18.2,0.8736,1,1,0.248,38.0,0
2157.3,5915,1948.5,0.7887,40,19.6,0.7735,1,1,0.232,59.2,0
3047.5,8356,2752.6,0.9401,16,17.9,0.8827,1,1,0.148,35.3,0
1487.1,4077,1343.2,0.7824,41,17.6,0.769,1,1,0.173,55.4,0
3313.3,9084,2992.7,0.795,39,20.3,0.7781,1,1,0.918,60.4,1
2676.0,7337,2417.0,0.9654,12,18.7,0.9009,1,1,0.196,32.6,0
2503.0,6863,2260.8,0.9717,11,20.0,0.9054,1,1,0.744,34.3,1
935.1,2563,844.6,0.9149,20,19.0,0.8645,1,1,0.313,41.7,0
2798.3,7672,2527.5,0.7698,43,18.3,0.7599,1,1,0.364,57.5,0
2524.3,6921,2280.0,0.9338,17,18.4,0.8782,1,1,0.205,37.3,0
1540.0,6200,1890.0,0.4868,115,48.0,0.44,1,1,0.786,94.2,1
2144.8,8634,2632.3,0.25,189,72.6,0.3,1,1,0.82,98.0,1
744.0,2995,913.1,0.25,115,105.3,0.3,1,1,0.92,98.0,1
2581.1,10391,3167.8,0.318,67,71.2,0.3146,1,1,0.812,96.3,1
1159.8,4669,1423.5,0.25,216,98.7,0.3,1,1,0.803,98.0,1
1135.0,4569,1393.0,0.25,136,101.9,0.3,1,1,0.991,98.0,1
2336.8,9407,2867.9,0.3278,64,110.4,0.3212,1,1,0.947,98.0,1
2204.9,8876,2706.0,0.25,193,81.9,0.3,1,1,0.719,98.0,1
1412.2,5685,1733.1,0.25,140,113.6,0.3,1,1,0.799,98.0,1
1695.1,6824,2080.4,0.25,129,69.3,0.3,1,1,0.836,98.0,1
629.1,2532,772.1,0.25,95,127.5,0.3,1,1,0.8,98.0,1
936.1,3768,1148.9,0.25,178,120.8,0.3,1,1,0.956,98.0,1
1112.9,4480,1365.8,0.25,174,96.6,0.3,1,1,0.925,98.0,1
2434.3,9800,2987.5,0.25,217,110.7,0.3,1,1,0.889,98.0,1
2568.8,10342,3152.7,0.25,92,121.0,0.3,1,1,0.828,98.0,1
664.9,2677,816.1,0.25,151,114.6,0.3,1,1,0.885,98.0,1
2515.6,10127,3087.3,0.25,205,120.3,0.3,1,1,0.976,98.0,1
2418.0,9734,2967.6,0.25,137,129.9,0.3,1,1,0.844,98.0,1
2434.5,9801,2987.8,0.25,154,100.6,0.3,1,1,0.945,98.0,1
2598.5,10461,3189.1,0.25,90,113.0,0.3,1,1,0.974,98.0,1
1372.9,5527,1684.9,0.25,189,78.4,0.3,1,1,0.86,98.0,1
1639.0,6598,2011.5,0.25,96,77.3,0.3,1,1,0.845,98.0,1
1359.9,5475,1669.0,0.25,169,99.2,0.3,1,1,0.939,98.0,1
812.4,3270,997.1,0.25,111,82.2,0.3,1,1,0.982,98.0,1
1275.2,5133,1565.0,0.3018,72,75.2,0.3036,1,1,0.773,98.0,1
1724.1,6941,2116.0,0.2823,78,83.7,0.3,1,1,0.757,98.0,1
1786.8,7193,2192.9,0.25,194,129.8,0.3,1,1,0.866,98.0,1
1796.1,7231,2204.3,0.25,139,116.0,0.3,1,1,0.82,98.0,1
2527.5,10175,3101.9,0.25,100,104.5,0.3,1,1,0.759,98.0,1
2340.6,9423,2872.6,0.25,113,72.2,0.3,1,1,0.823,98.0,1
738.3,2972,906.2,0.25,162,126.2,0.3,1,1,0.713,98.0,1
810.3,3262,994.4,0.25,201,112.3,0.3,1,1,0.902,98.0,1
1761.6,7092,2162.0,0.25,136,106.1,0.3,1,1,0.987,98.0,1
2237.6,9008,2746.2,0.25,155,103.0,0.3,1,1,0.941,98.0,1
2008.4,8085,2464.9,0.25,191,109.8,0.3,1,1,0.76,98.0,1
1911.2,7694,2345.5,0.25,146,129.0,0.3,1,1,0.875,98.0,1
2168.1,8728,2660.8,0.25,91,77.0,0.3,1,1,0.837,98.0,1
1156.2,4654,1419.0,0.25,163,93.1,0.3,1,1,0.818,98.0,1
1034.0,4162,1269.0,0.25,210,90.1,0.3,1,1,0.885,98.0,1
2481.5,9990,3045.5,0.25,105,90.9,0.3,1,1,0.968,98.0,1
1549.1,6236,1901.1,0.25,186,100.8,0.3,1,1,0.936,98.0,1
380.0,1800,1850.0,0.9784,15,18.0,0.94,1,0,0.345,22.5,0
141.2,669,687.6,0.9327,22,17.4,0.8836,1,0,0.265,28.9,0
178.9,847,870.8,0.9458,20,19.1,0.893,1,0,0.219,30.3,0
369.7,1751,1799.8,0.9719,16,17.7,0.9118,1,0,0.152,23.1,0
458.0,2169,2229.7,0.9784,15,18.7,0.9165,1,0,0.377,24.2,0
641.2,3037,3121.5,0.9262,23,18.7,0.8789,1,0,0.224,32.7,0
666.5,3157,3244.9,0.99,10,17.1,0.94,1,0,0.293,16.2,0
570.0,2699,2774.8,0.99,8,18.8,0.9494,1,0,0.144,18.0,0
512.7,2428,2496.2,0.9719,16,18.4,0.9118,1,0,0.374,24.6,0
248.4,1176,1209.3,0.99,11,19.3,0.9353,1,0,0.327,21.6,0
418.5,1982,2037.7,0.8936,28,18.0,0.8554,1,0,0.318,36.6,0
442.0,2093,2152.0,0.9001,27,18.4,0.8601,1,0,0.187,36.3,0
136.0,644,662.2,0.99,8,18.4,0.9494,1,0,0.201,17.2,0
606.7,2873,2953.8,0.9653,17,18.2,0.9071,1,0,0.306,25.2,0
224.3,1062,1091.9,0.9066,26,19.0,0.8648,1,0,0.34,36.6,0
528.8,2504,2574.3,0.99,13,19.4,0.9259,1,0,0.181,23.5,0
543.0,2572,2643.7,0.9849,14,18.4,0.9212,1,0,0.301,22.5,0
516.1,2444,2512.8,0.9653,17,18.5,0.9071,1,0,0.207,25.9,0
516.8,2448,2516.1,0.8871,29,17.6,0.8507,1,0,0.357,36.8,0
570.9,2704,2779.3,0.9849,14,17.3,0.9212,1,0,0.194,20.1,0
431.5,2043,2100.5,0.9001,27,17.9,0.8601,1,0,0.37,35.3,0
262.6,1243,1278.3,0.9784,15,17.3,0.9165,1,0,0.226,21.2,0
193.8,917,943.4,0.9719,16,19.0,0.9118,1,0,0.124,25.8,0
575.2,2724,2800.4,0.9784,15,18.7,0.9165,1,0,0.383,24.1,0
523.3,2478,2547.7,0.99,10,17.9,0.94,1,0,0.369,17.9,0
653.2,3094,3180.2,0.99,8,19.5,0.9494,1,0,0.225,19.5,0
521.7,2471,2539.8,0.99,8,19.0,0.9494,1,0,0.195,18.5,0
157.3,744,765.6,0.9132,25,18.6,0.8695,1,0,0.226,34.6,0
264.3,1252,1286.8,0.9653,17,18.1,0.9071,1,0,0.284,25.0,0
386.6,1831,1882.3,0.8871,29,17.4,0.8507,1,0,0.274,36.4,0
149.9,710,729.8,0.99,8,17.3,0.9494,1,0,0.238,14.9,0
270.6,1281,1317.4,0.9001,27,18.7,0.8601,1,0,0.243,37.0,0
139.6,661,679.7,0.9132,25,17.9,0.8695,1,0,0.382,33.2,0
609.8,2888,2969.0,0.99,11,17.9,0.9353,1,0,0.143,18.7,0
667.9,3163,3251.5,0.9001,27,18.2,0.8601,1,0,0.252,35.9,0
522.7,2475,2544.5,0.9719,16,18.8,0.9118,1,0,0.399,25.4,0
283.4,1342,1379.7,0.99,10,18.1,0.94,1,0,0.106,18.3,0
269.4,1276,1311.6,0.99,10,18.9,0.94,1,0,0.346,19.9,0
133.6,632,650.6,0.9066,26,17.6,0.8648,1,0,0.361,33.6,0
579.8,2746,2822.5,0.9523,19,19.1,0.8977,1,0,0.35,29.3,0
434.3,2057,2114.6,0.99,13,18.1,0.9259,1,0,0.362,20.8,0
410.0,2900,2100.0,0.6095,86,42.0,0.58,1,1,0.881,85.1,1
445.6,3151,2282.2,0.25,171,74.9,0.3,1,1,0.791,98.0,1
350.5,2479,1795.2,0.3088,89,73.8,0.3509,1,1,0.921,98.0,1
624.2,4415,3197.1,0.4023,66,79.4,0.4176,1,1,0.753,97.4,1
636.5,4502,3260.3,0.4551,53,63.1,0.4553,1,1,0.999,89.0,1
575.9,4073,2949.9,0.3738,73,68.6,0.3973,1,1,0.84,95.0,1
539.5,3815,2763.3,0.25,150,80.4,0.3,1,1,0.983,98.0,1
688.9,4872,3528.6,0.25,123,70.6,0.3,1,1,0.762,98.0,1
505.1,3572,2587.3,0.256,102,68.5,0.3132,1,1,0.734,98.0,1
348.1,2462,1783.0,0.3332,83,64.4,0.3683,1,1,0.782,95.5,1
569.5,4028,2917.0,0.3779,72,59.9,0.4002,1,1,0.981,91.7,1
275.7,1949,1412.1,0.2723,98,70.0,0.3248,1,1,0.923,98.0,1
367.0,2595,1879.7,0.3535,78,91.7,0.3828,1,1,0.83,98.0,1
